listing_id,neighbourhood_cleansed,latitude,longitude,property_type,price
613818,Cypress Hills,40.68375371,-73.87064804,House,37
18580548,Cypress Hills,40.68182933,-73.87823532,Apartment,75
19894567,Cypress Hills,40.68704841,-73.87036149,House,39
3303165,Cypress Hills,40.67731018,-73.90732919,Apartment,99
18661261,Cypress Hills,40.68164259,-73.87782036,Apartment,70
10332440,Cypress Hills,40.67987987,-73.88476375,House,75
18663125,Cypress Hills,40.68055497,-73.87835074,Apartment,70
13693013,Cypress Hills,40.68091456,-73.89458124,Apartment,186
12365206,Cypress Hills,40.67708006,-73.89236042,Apartment,60
8956096,Cypress Hills,40.68680138,-73.87173652,House,20
19179863,Cypress Hills,40.67976957,-73.89021676,House,39
18663267,Cypress Hills,40.68194389,-73.8784256,Apartment,70
10271071,Cypress Hills,40.68202611,-73.89373767,House,65
20650288,Cypress Hills,40.68252584,-73.87934745,Apartment,80
10271753,Cypress Hills,40.68281086,-73.89509185,House,149
20089288,Cypress Hills,40.68863103,-73.87059526,House,36
8161110,Cypress Hills,40.68486707,-73.87271382,Apartment,55
1360791,Cypress Hills,40.68821945,-73.87590261,House,40
260672,Cypress Hills,40.6768044,-73.89067134,Apartment,42
257568,Cypress Hills,40.67855113,-73.88960216,House,48
19650084,Cypress Hills,40.68245136,-73.89428377,Apartment,29
17158427,Cypress Hills,40.67917376,-73.87190685,Apartment,30
4575364,Cypress Hills,40.68710725,-73.87336158,House,39
20685563,Cypress Hills,40.68201318,-73.89424927,Apartment,60
21025249,Cypress Hills,40.67693229,-73.90754605,Apartment,110
17547436,Cypress Hills,40.67661062,-73.9046196,Apartment,65
9156676,Cypress Hills,40.68449902,-73.87706043,Townhouse,110
15970947,Cypress Hills,40.68398497,-73.87038817,House,39
20950497,Cypress Hills,40.69006522,-73.87046546,Apartment,39
12168212,Cypress Hills,40.68201753,-73.88943156,House,79
8825458,Cypress Hills,40.67709607,-73.89862959,Apartment,41
16426819,Cypress Hills,40.68360627,-73.89393362,House,79
8955886,Cypress Hills,40.6885665,-73.8720597,House,20
15966074,Cypress Hills,40.68313074,-73.87077345,House,19
1481907,Cypress Hills,40.68418577,-73.87133131,Townhouse,80
12422777,Cypress Hills,40.67892792,-73.89423352,Apartment,25
13549611,Cypress Hills,40.68144327,-73.89415719,Apartment,75
13466227,Cypress Hills,40.67655969,-73.89578853,Apartment,36
13462575,Cypress Hills,40.68056906,-73.8910001,Apartment,86
13582811,Cypress Hills,40.68015418,-73.90503686,Apartment,80
20654227,Cypress Hills,40.68185059,-73.88128488,Apartment,80
8194457,Cypress Hills,40.68560872,-73.87433516,Apartment,55
13960026,Cypress Hills,40.68129571,-73.89435654,Apartment,42
19884639,Cypress Hills,40.68839921,-73.8725338,House,39
283072,Cypress Hills,40.67888712,-73.8640397,House,75
8146498,Cypress Hills,40.68021075,-73.87046362,House,75
14809727,Cypress Hills,40.67902785,-73.8855907,Apartment,75
16133543,Cypress Hills,40.68239042,-73.89319292,House,56
1843108,Cypress Hills,40.67840044,-73.8936198,Guest suite,100
19144106,Cypress Hills,40.68574837,-73.87032359,House,35
19141812,Cypress Hills,40.67914357,-73.8898217,House,52
265064,Cypress Hills,40.6796232,-73.889278,House,48
18940344,Cypress Hills,40.67869826,-73.905301,Apartment,80
7204443,DUMBO,40.70429071,-73.98773226,Loft,125
525741,DUMBO,40.704038,-73.99199557,Apartment,223
956412,DUMBO,40.70423927,-73.98597398,Apartment,189
643989,DUMBO,40.70384415,-73.98527492,Apartment,450
236788,DUMBO,40.70257468,-73.9847017,Apartment,300
17826796,DUMBO,40.70352991,-73.99135077,Apartment,150
6862191,DUMBO,40.70212011,-73.98510089,Apartment,245
944840,DUMBO,40.70446841,-73.98753631,Apartment,165
19307203,DUMBO,40.70274111,-73.98962922,Apartment,350
40039,DUMBO,40.70206507,-73.98571025,Apartment,250
16335138,DUMBO,40.70395096,-73.98727752,Loft,350
16468692,DUMBO,40.70506746,-73.985185,Loft,199
18959328,DUMBO,40.70406446,-73.99177122,Condominium,270
18449426,DUMBO,40.70234456,-73.98541985,Apartment,250
15772447,DUMBO,40.70415572,-73.98538937,Loft,105
1886294,DUMBO,40.70289439,-73.98583198,Apartment,150
5445314,DUMBO,40.7029937,-73.9862355,Loft,150
16827163,DUMBO,40.70287398,-73.98518263,Apartment,200
14349588,DUMBO,40.70267289,-73.98827591,Loft,200
13355757,DUMBO,40.7040009,-73.98464065,Loft,100
15835212,DUMBO,40.70338861,-73.98688393,Apartment,225
6764316,DUMBO,40.70317838,-73.98780123,Loft,125
5320983,DUMBO,40.70430203,-73.98667192,Apartment,189
15018397,DUMBO,40.70425857,-73.98632893,Loft,125
20208774,DUMBO,40.70516382,-73.98540357,Apartment,185
932277,DUMBO,40.70434226,-73.98988591,Loft,125
4070025,DUMBO,40.70451637,-73.98582794,Apartment,250
19404794,DUMBO,40.7022953,-73.98605923,Condominium,295
13895190,DUMBO,40.70233104,-73.98748105,Loft,500
6424227,DUMBO,40.70372349,-73.98990067,Apartment,150
6739145,Dongan Hills,40.58114985,-74.09182187,House,165
18191892,Dongan Hills,40.57825413,-74.08878623,Apartment,120
17358323,Douglaston,40.76978287,-73.73915082,House,92
20436075,Douglaston,40.75754279,-73.73067905,House,59
16463193,Douglaston,40.76942973,-73.76082466,Serviced apartment,245
21026272,Douglaston,40.75573136,-73.72930514,House,53
20409516,Douglaston,40.77187368,-73.74076556,House,150
17505606,Douglaston,40.75034188,-73.73613206,Apartment,100
9550714,Downtown Brooklyn,40.69072014,-73.99033872,Apartment,120
851320,Downtown Brooklyn,40.69125725,-73.98771816,Apartment,145
1531837,Downtown Brooklyn,40.69009978,-73.98550371,Apartment,72
8608243,Downtown Brooklyn,40.68879116,-73.98127025,Apartment,150
2151050,Downtown Brooklyn,40.68992897,-73.98491599,Apartment,200
19503519,Downtown Brooklyn,40.69368803,-73.98417765,Apartment,120
19766456,Downtown Brooklyn,40.69719534,-73.98310388,Apartment,75
13882810,Downtown Brooklyn,40.69775113,-73.98300257,Apartment,80
19068758,Downtown Brooklyn,40.69691913,-73.98124192,Apartment,220
10074308,Downtown Brooklyn,40.69649505,-73.98376699,Apartment,75
4453929,Downtown Brooklyn,40.69589666,-73.98319079,Apartment,100
821135,Downtown Brooklyn,40.69378802,-73.98525329,Loft,175
19858764,Downtown Brooklyn,40.69306233,-73.98482399,Apartment,160
20455415,Downtown Brooklyn,40.69404165,-73.98749669,Timeshare,199
10084117,Downtown Brooklyn,40.69667756,-73.98367928,Apartment,110
1990201,Downtown Brooklyn,40.69549239,-73.98318637,Apartment,125
2494739,Downtown Brooklyn,40.69618601,-73.98233161,Apartment,200
16629401,Downtown Brooklyn,40.69466848,-73.98338603,Condominium,123
20351667,Downtown Brooklyn,40.69747798,-73.9829743,Apartment,140
16374376,Downtown Brooklyn,40.69584078,-73.98466382,Apartment,285
10810807,Downtown Brooklyn,40.70006797,-73.99090767,Apartment,250
3513651,Downtown Brooklyn,40.69528995,-73.98317352,Apartment,290
16532694,Downtown Brooklyn,40.69426172,-73.98310646,Apartment,140
11120851,Downtown Brooklyn,40.69731372,-73.9822839,Apartment,120
14473142,Downtown Brooklyn,40.69213398,-73.99044096,Apartment,130
14209923,Downtown Brooklyn,40.69295754,-73.98540875,Apartment,150
1966565,Downtown Brooklyn,40.69159878,-73.98504851,Apartment,160
16002946,Downtown Brooklyn,40.69744059,-73.98444676,Apartment,225
20067344,Downtown Brooklyn,40.69558345,-73.98427746,Apartment,245
9844239,Downtown Brooklyn,40.69539328,-73.98905,Apartment,105
15957550,Downtown Brooklyn,40.6895037,-73.98236656,Apartment,60
13656123,Downtown Brooklyn,40.69445873,-73.98320293,Apartment,175
7227492,Downtown Brooklyn,40.69653423,-73.98345502,Apartment,150
5402583,Downtown Brooklyn,40.69625737,-73.98382364,Apartment,115
1212045,Downtown Brooklyn,40.69876684,-73.98961375,Apartment,165
426336,Downtown Brooklyn,40.69404555,-73.9838225,Apartment,179
10209403,Downtown Brooklyn,40.69357843,-73.9837929,Apartment,60
3852538,Downtown Brooklyn,40.69458686,-73.98259332,Apartment,175
4134035,Downtown Brooklyn,40.6968196,-73.98370474,Apartment,130
12654039,Downtown Brooklyn,40.69584053,-73.98308355,Apartment,130
3021617,Downtown Brooklyn,40.68968233,-73.98404183,Apartment,135
15147943,Downtown Brooklyn,40.69568945,-73.98249145,Apartment,139
8266933,Downtown Brooklyn,40.69578553,-73.98295994,Apartment,100
5725154,Downtown Brooklyn,40.68927488,-73.98422768,Apartment,150
18692028,Downtown Brooklyn,40.7000053,-73.98968553,Apartment,325
605947,Downtown Brooklyn,40.69809083,-73.98125941,Loft,150
12534110,Downtown Brooklyn,40.69530556,-73.9830561,Apartment,80
1788553,Downtown Brooklyn,40.69346842,-73.98561918,Loft,225
876488,Downtown Brooklyn,40.69295586,-73.9826446,Apartment,220
17524047,Downtown Brooklyn,40.6924974,-73.986132,Apartment,153
15875028,Downtown Brooklyn,40.68995412,-73.98288372,Apartment,180
13416840,Downtown Brooklyn,40.69804858,-73.98459554,Apartment,150
7254973,Downtown Brooklyn,40.69806924,-73.98473499,Loft,148
19583497,Downtown Brooklyn,40.69749229,-73.98403163,Apartment,110
18655599,Downtown Brooklyn,40.69458637,-73.98260773,Apartment,130
10526712,Downtown Brooklyn,40.69312216,-73.98334775,Apartment,191
4365156,Downtown Brooklyn,40.6896752,-73.98550546,Apartment,89
3840541,Downtown Brooklyn,40.6905403,-73.99038862,Loft,165
8163275,Downtown Brooklyn,40.6899645,-73.98628633,Apartment,120
20482707,Downtown Brooklyn,40.69590118,-73.98244719,Apartment,100
3457034,Downtown Brooklyn,40.69191566,-73.99044928,Apartment,79
13943239,Downtown Brooklyn,40.69572382,-73.98290281,Apartment,200
11859901,Downtown Brooklyn,40.69795625,-73.98268246,Apartment,50
16314979,Downtown Brooklyn,40.69899331,-73.9865271,Apartment,180
14613942,Downtown Brooklyn,40.69858155,-73.98595406,Apartment,80
21095775,Downtown Brooklyn,40.69771996,-73.98365412,Apartment,165
17813894,Downtown Brooklyn,40.69220883,-73.98431244,Apartment,300
20956017,Downtown Brooklyn,40.69149363,-73.9824626,Apartment,61
14140238,Downtown Brooklyn,40.69752116,-73.98322973,Apartment,178
765569,Downtown Brooklyn,40.6959399,-73.98374593,Apartment,195
21099028,Downtown Brooklyn,40.69203523,-73.9831897,Apartment,160
13739108,Downtown Brooklyn,40.69750991,-73.98454466,Apartment,121
19764747,Downtown Brooklyn,40.69429536,-73.98361227,Apartment,180
8030123,Downtown Brooklyn,40.68972534,-73.98562581,Apartment,70
20022518,Downtown Brooklyn,40.69732054,-73.98388762,Apartment,55
1408406,Downtown Brooklyn,40.69648186,-73.98261113,Apartment,162
12404677,Downtown Brooklyn,40.69449253,-73.98367182,Loft,80
20137770,Downtown Brooklyn,40.69591266,-73.98335153,Apartment,58
16004776,Downtown Brooklyn,40.69671061,-73.98416535,Apartment,70
20785792,Downtown Brooklyn,40.69756206,-73.98423569,Apartment,160
1646949,Downtown Brooklyn,40.69176157,-73.98666541,Apartment,82
19602922,Downtown Brooklyn,40.69293346,-73.98494889,Apartment,113
19026885,Downtown Brooklyn,40.69293319,-73.98363722,Apartment,65
21123235,Downtown Brooklyn,40.6940112,-73.98396482,Apartment,95
18107876,Downtown Brooklyn,40.69706039,-73.98499789,Apartment,90
8143588,Downtown Brooklyn,40.68966715,-73.9866439,Apartment,150
6171382,Downtown Brooklyn,40.68968617,-73.98611908,Apartment,117
10312486,Downtown Brooklyn,40.69522164,-73.98387837,Apartment,60
13509110,Downtown Brooklyn,40.69738904,-73.98511986,Apartment,61
14820662,Downtown Brooklyn,40.69670838,-73.9833004,Apartment,140
11672539,Downtown Brooklyn,40.69789113,-73.98258774,Apartment,50
18618632,Downtown Brooklyn,40.69298797,-73.98586189,Apartment,200
19290091,Downtown Brooklyn,40.69405892,-73.98377522,Apartment,128
13109933,Downtown Brooklyn,40.69201737,-73.98468546,Apartment,225
5445805,Dyker Heights,40.62620029,-74.0102438,Apartment,68
17808965,Dyker Heights,40.62875875,-74.0108011,Apartment,70
9689359,Dyker Heights,40.61859672,-74.00710398,House,160
18850845,Dyker Heights,40.61796792,-74.01258489,Apartment,149
4368547,Dyker Heights,40.61996793,-74.01680068,Apartment,60
7162441,Dyker Heights,40.61962126,-74.01485913,House,150
8941366,Dyker Heights,40.61761045,-74.01174957,House,75
14198179,Dyker Heights,40.62238087,-74.00763047,House,90
2036105,Dyker Heights,40.62830493,-74.01607798,House,33
19339770,Dyker Heights,40.61905399,-74.01200978,House,230
21177194,Dyker Heights,40.62247148,-74.00309821,Apartment,50
13192944,Dyker Heights,40.63008882,-74.01341976,House,43
10262473,Dyker Heights,40.6229571,-74.01482708,Apartment,69
16239838,Dyker Heights,40.61679914,-74.01623926,Apartment,85
14023496,Dyker Heights,40.62000346,-74.01821784,Apartment,60
2746220,Dyker Heights,40.62089728,-74.00863249,House,150
9116883,Dyker Heights,40.61055475,-74.01405271,Townhouse,60
16797352,Dyker Heights,40.6173348,-74.01062102,Apartment,100
20845108,Dyker Heights,40.6249867,-74.01684062,House,160
14027107,Dyker Heights,40.62144885,-74.01831595,Apartment,60
8257567,Dyker Heights,40.61994076,-74.01352377,House,210
18173787,East Elmhurst,40.76380455,-73.87238307,House,45
4550557,East Elmhurst,40.76680255,-73.87758944,Apartment,65
20877526,East Elmhurst,40.76667753,-73.89419087,Apartment,70
16325899,East Elmhurst,40.7658227,-73.87153404,House,45
14133414,East Elmhurst,40.77008722,-73.87707865,Apartment,25
18313139,East Elmhurst,40.76353999,-73.86712193,House,45
21108505,East Elmhurst,40.76603694,-73.87974315,Apartment,160
6152725,East Elmhurst,40.76509073,-73.87700181,House,290
16248277,East Elmhurst,40.76652244,-73.86651415,Villa,259
16396370,East Elmhurst,40.76167878,-73.86129848,Apartment,68
15201389,East Elmhurst,40.76538574,-73.88080579,House,199
5730475,East Elmhurst,40.76657719,-73.87722023,House,55
19433839,East Elmhurst,40.75659411,-73.89694012,House,44
6485535,East Elmhurst,40.75667413,-73.8950961,Townhouse,85
14483613,East Elmhurst,40.75719555,-73.89569493,House,100
19415958,East Elmhurst,40.75745146,-73.89907889,Townhouse,124
12645495,East Elmhurst,40.76107093,-73.86664036,House,175
8398955,East Elmhurst,40.75819078,-73.87503645,House,55
15321861,East Elmhurst,40.7584919,-73.87068312,House,50
18855980,East Elmhurst,40.76077667,-73.87660917,House,50
10017050,East Elmhurst,40.75836461,-73.87630696,Apartment,700
4968798,East Elmhurst,40.75702785,-73.87666809,Apartment,59
20608567,East Elmhurst,40.75789091,-73.87020367,Apartment,26
4994497,East Elmhurst,40.75866008,-73.88700743,House,50
18235200,East Elmhurst,40.76518207,-73.89181565,House,50
20603933,East Elmhurst,40.75637614,-73.88123272,House,36
11826442,East Elmhurst,40.76969129,-73.87912258,Apartment,105
21134697,East Elmhurst,40.76342252,-73.86252386,Apartment,35
19431893,East Elmhurst,40.76523484,-73.86965565,House,40
20218811,East Elmhurst,40.75490688,-73.89483329,Townhouse,90
3836199,East Elmhurst,40.76286979,-73.88366664,Apartment,120
16687716,East Elmhurst,40.76441028,-73.8894257,Bed & Breakfast,90
8168619,East Elmhurst,40.77005642,-73.8768295,Apartment,46
7276534,East Elmhurst,40.75820162,-73.87656032,House,55
20218990,East Elmhurst,40.7548172,-73.8936943,Townhouse,139
5184738,East Elmhurst,40.75930623,-73.88468288,House,55
973535,East Elmhurst,40.76355629,-73.88849581,Apartment,99
20782981,East Elmhurst,40.75908124,-73.86682494,Apartment,24
17094226,East Elmhurst,40.76123415,-73.88597084,House,75
18478512,East Elmhurst,40.76426216,-73.87271436,House,400
11618854,East Elmhurst,40.7710727,-73.87559037,Apartment,39
1658988,East Elmhurst,40.75729985,-73.87605941,House,110
19620259,East Elmhurst,40.75941354,-73.85722763,Apartment,45
19358353,East Elmhurst,40.75925126,-73.88384709,Apartment,100
7037918,East Elmhurst,40.76578349,-73.86423638,House,60
16475570,East Elmhurst,40.76383259,-73.87337385,House,40
19752849,East Elmhurst,40.76205884,-73.86794986,House,53
14058054,East Elmhurst,40.76207275,-73.86953143,House,55
6157276,East Elmhurst,40.76663549,-73.87576849,House,60
20755609,East Elmhurst,40.76367596,-73.86790229,Apartment,60
4606675,East Elmhurst,40.7661018,-73.87739262,Apartment,65
7125107,East Elmhurst,40.77005105,-73.87691341,Apartment,35
20361869,East Elmhurst,40.75761571,-73.87111385,House,52
20621718,East Elmhurst,40.75848663,-73.86876337,Apartment,20
20750996,East Elmhurst,40.76180319,-73.86799656,Apartment,55
13410317,East Elmhurst,40.7607427,-73.88550976,Apartment,45
20881375,East Elmhurst,40.75595733,-73.8970159,Apartment,50
20879290,East Elmhurst,40.75810344,-73.8638921,House,50
16324411,East Elmhurst,40.76508785,-73.87169966,House,45
20091785,East Elmhurst,40.75444415,-73.89593332,Apartment,45
5019025,East Elmhurst,40.75924299,-73.88493763,House,65
689329,East Elmhurst,40.75772271,-73.89530204,House,62
21005520,East Elmhurst,40.75654568,-73.88787316,House,49
21153286,East Elmhurst,40.76219618,-73.86110714,House,45
20874101,East Elmhurst,40.76399952,-73.88717545,Hostel,150
17222454,East Elmhurst,40.76366907,-73.87088049,House,45
17751140,East Elmhurst,40.76074593,-73.8794276,House,60
20690681,East Elmhurst,40.76437555,-73.87069559,Townhouse,100
10859700,East Elmhurst,40.76325868,-73.88661843,Apartment,145
19591709,East Elmhurst,40.75794122,-73.87669801,House,155
17407264,East Elmhurst,40.75601979,-73.88110577,House,45
10743221,East Elmhurst,40.75711348,-73.88891702,House,45
17665943,East Elmhurst,40.76244627,-73.87937512,House,60
17665781,East Elmhurst,40.76649376,-73.88290434,House,35
7182243,East Elmhurst,40.7571615,-73.88744881,House,40
495249,East Elmhurst,40.75540652,-73.89238979,House,79
4808505,East Elmhurst,40.76312754,-73.8836802,House,55
10186192,East Elmhurst,40.7702592,-73.87560933,Apartment,45
4550041,East Elmhurst,40.76539097,-73.87635733,Apartment,65
16214199,East Elmhurst,40.76170469,-73.89134426,House,180
16601841,East Elmhurst,40.76224186,-73.87660322,House,40
20915962,East Elmhurst,40.75832621,-73.87101257,Apartment,19
16324410,East Elmhurst,40.76431882,-73.87226758,House,33
18549160,East Elmhurst,40.76429405,-73.87834328,House,45
4743172,East Elmhurst,40.77033431,-73.87653528,Other,101
19554177,East Elmhurst,40.75617797,-73.88479259,House,50
16276632,East Elmhurst,40.76334789,-73.87007454,House,45
20071095,East Elmhurst,40.75704452,-73.89006029,House,80
4596378,East Elmhurst,40.75942778,-73.89552641,Apartment,50
20844182,East Elmhurst,40.75796947,-73.87022618,Apartment,19
5115372,East Elmhurst,40.76374479,-73.87102668,House,50
21104475,East Elmhurst,40.77063199,-73.87543362,Apartment,45
17420345,East Flatbush,40.66067421,-73.93796253,Apartment,70
18203651,East Flatbush,40.65359556,-73.92643299,Apartment,60
16837459,East Flatbush,40.65045615,-73.93547728,Apartment,80
15450165,East Flatbush,40.66367123,-73.92699837,Condominium,120
18007671,East Flatbush,40.66199595,-73.93775083,Apartment,15
19606903,East Flatbush,40.65178865,-73.92683742,Apartment,28
9077610,East Flatbush,40.65429164,-73.92510821,Apartment,60
15846039,East Flatbush,40.66010534,-73.93201638,Apartment,32
14806578,East Flatbush,40.66304454,-73.93274885,House,99
18826370,East Flatbush,40.66313736,-73.93299449,House,99
21137860,East Flatbush,40.66342999,-73.92674431,Apartment,450
21058544,East Flatbush,40.65643497,-73.93374342,Apartment,380
10115137,East Flatbush,40.65381612,-73.93903366,House,165
19432306,East Flatbush,40.65414531,-73.95206711,Apartment,55
10245959,East Flatbush,40.65284347,-73.95037913,Apartment,65
18176796,East Flatbush,40.65321027,-73.95199314,Apartment,157
20946693,East Flatbush,40.63568041,-73.94745594,House,70
13007925,East Flatbush,40.64645177,-73.95047082,Condominium,85
20662043,East Flatbush,40.64640862,-73.94956249,Apartment,80
20982257,East Flatbush,40.6443443,-73.94634684,Apartment,39
3448458,East Flatbush,40.64678941,-73.95175094,Apartment,43
13866843,East Flatbush,40.64590626,-73.94773297,House,37
14532852,East Flatbush,40.63671789,-73.94925739,House,90
20958738,East Flatbush,40.64521484,-73.94750982,Apartment,42
4365765,East Flatbush,40.63212783,-73.94598331,House,55
19712405,East Flatbush,40.64580104,-73.94585715,Apartment,40
16636214,East Flatbush,40.6479777,-73.94492437,Apartment,45
1183005,East Flatbush,40.64513239,-73.94944316,Bed & Breakfast,89
15582683,East Flatbush,40.6393011,-73.94719543,Apartment,90
15888228,East Flatbush,40.63395107,-73.94714719,Apartment,100
19847790,East Flatbush,40.64377262,-73.95085466,House,99
4450020,East Flatbush,40.63395084,-73.94771914,Apartment,100
6866960,East Flatbush,40.63867824,-73.950487,Apartment,150
15521706,East Flatbush,40.64900374,-73.94227354,House,299
7454378,East Flatbush,40.64562962,-73.94189821,House,150
10248407,East Flatbush,40.63338082,-73.94150225,Apartment,85
11632924,East Flatbush,40.64582645,-73.94692731,Apartment,90
363950,East Flatbush,40.64440413,-73.94909528,Apartment,150
16241319,East Flatbush,40.64625442,-73.95047898,House,200
4810148,East Flatbush,40.64333007,-73.94644283,House,95
18074243,East Flatbush,40.65196008,-73.94514676,Apartment,79
135393,East Flatbush,40.65100241,-73.94886321,Apartment,52
16577309,East Flatbush,40.65308436,-73.94551893,House,45
18888585,East Flatbush,40.65291968,-73.94268962,House,50
21092785,East Flatbush,40.65354432,-73.94390555,Apartment,75
2919885,East Flatbush,40.65267465,-73.94850203,Apartment,115
11910402,East Flatbush,40.65346296,-73.94799635,Apartment,80
573795,East Flatbush,40.65203756,-73.94937531,Apartment,133
3083966,East Flatbush,40.6513065,-73.94839432,Apartment,180
9748693,East Flatbush,40.65355445,-73.94759554,Apartment,150
14771249,East Flatbush,40.65244332,-73.94784734,Apartment,160
674620,East Flatbush,40.65415049,-73.91744865,Apartment,50
19715121,East Flatbush,40.65777294,-73.91671009,Apartment,100
14221607,East Flatbush,40.66524553,-73.92554032,Apartment,650
7714152,East Flatbush,40.64006598,-73.94019008,House,53
19376114,East Flatbush,40.64155511,-73.93176921,Townhouse,37
18686508,East Flatbush,40.6327018,-73.93921619,House,60
7712094,East Flatbush,40.64204707,-73.93921305,House,53
8072744,East Flatbush,40.63773785,-73.93713743,House,200
20138516,East Flatbush,40.64129576,-73.92359735,Townhouse,100
16569426,East Flatbush,40.64341953,-73.94037442,House,75
14220943,East Flatbush,40.64474225,-73.92297055,House,65
6146081,East Flatbush,40.649439,-73.9337552,Apartment,125
12669490,East Flatbush,40.6474145,-73.92587957,House,105
5382755,East Flatbush,40.65930377,-73.93512366,Apartment,44
16424070,East Flatbush,40.64233093,-73.94773174,House,38
16751447,East Flatbush,40.63545791,-73.9497332,House,40
6718383,East Flatbush,40.66057643,-73.933834,Apartment,43
8971863,East Flatbush,40.64594614,-73.95039752,Apartment,45
13605192,East Flatbush,40.64145336,-73.94330053,Apartment,350
14672067,East Flatbush,40.64530001,-73.94668611,Apartment,85
262405,East Flatbush,40.64467507,-73.94218592,House,94
17433538,East Flatbush,40.64249931,-73.94293218,Apartment,88
5352301,East Flatbush,40.65776867,-73.92263455,House,27
11675279,East Flatbush,40.63459523,-73.93795533,House,150
13511037,East Flatbush,40.6526218,-73.948563,Apartment,40
20982422,East Flatbush,40.64515977,-73.94750504,Apartment,29
20590180,East Flatbush,40.63825603,-73.93186013,House,55
20721830,East Flatbush,40.63905282,-73.94706923,Apartment,40
18767331,East Flatbush,40.65156849,-73.92935704,House,40
20591509,East Flatbush,40.63972162,-73.93234083,House,0
5781108,East Flatbush,40.65428156,-73.95014246,House,80
8534267,East Flatbush,40.64487352,-73.94919019,Apartment,40
11549838,East Flatbush,40.64885256,-73.94681029,House,67
8274199,East Flatbush,40.65609008,-73.93874389,House,75
4341158,East Flatbush,40.65337332,-73.91229161,Apartment,88
18891508,East Flatbush,40.6506009,-73.92553065,Apartment,43
8063845,East Flatbush,40.64032056,-73.94916026,House,75
15513127,East Flatbush,40.64334668,-73.92981078,Apartment,80
12469556,East Flatbush,40.64147921,-73.94721881,House,250
16664008,East Flatbush,40.65251465,-73.94540417,House,40
18637912,East Flatbush,40.65064295,-73.95044628,House,84
14445183,East Flatbush,40.64680094,-73.95080335,Townhouse,100
3544899,East Flatbush,40.66123485,-73.93428033,Apartment,85
18770851,East Flatbush,40.6521657,-73.94500239,Apartment,80
16805050,East Flatbush,40.64512518,-73.9487978,House,28
20606669,East Flatbush,40.65279456,-73.95124595,Apartment,95
14315241,East Flatbush,40.65824612,-73.92190802,House,50
8084045,East Flatbush,40.65105084,-73.92512017,House,27
16019792,East Flatbush,40.63287884,-73.94299742,Apartment,78
13530588,East Flatbush,40.63292345,-73.94568906,House,80
20741384,East Flatbush,40.64861134,-73.94983149,House,50
14712466,East Flatbush,40.65445819,-73.92613019,Other,99
9077858,East Flatbush,40.6450904,-73.94824712,Apartment,27
18255869,East Flatbush,40.63602066,-73.93138772,House,45
561732,East Flatbush,40.6419595,-73.93862885,House,80
13769300,East Flatbush,40.63348471,-73.94736918,House,95
16822398,East Flatbush,40.64471125,-73.94950466,House,20
3924325,East Flatbush,40.66336344,-73.92655938,House,95
16040987,East Flatbush,40.66208649,-73.92913005,Apartment,50
14731469,East Flatbush,40.63734289,-73.94414352,Apartment,80
13814470,East Flatbush,40.65221511,-73.94873879,Apartment,45
15720621,East Flatbush,40.64180478,-73.93946583,Other,120
14090489,East Flatbush,40.64440899,-73.94743146,Apartment,49
11798453,East Flatbush,40.63785704,-73.94432618,Apartment,105
14223568,East Flatbush,40.64352091,-73.94421621,Townhouse,50
14223668,East Flatbush,40.64302823,-73.94475916,Townhouse,40
21135977,East Flatbush,40.65083306,-73.93194193,Guesthouse,60
17791443,East Flatbush,40.64140519,-73.94933592,House,45
12915038,East Flatbush,40.65983427,-73.934715,House,74
14357462,East Flatbush,40.65091826,-73.94287727,Apartment,100
9901423,East Flatbush,40.64603594,-73.9251062,House,35
1644133,East Flatbush,40.63205169,-73.94586634,Apartment,95
12296996,East Flatbush,40.64030358,-73.94958628,Apartment,100
19078000,East Flatbush,40.63503285,-73.94684161,Apartment,89
11869400,East Flatbush,40.65146341,-73.93966432,House,135
18427825,East Flatbush,40.64895873,-73.9431673,Townhouse,80
19734162,East Flatbush,40.65716626,-73.92733838,Apartment,125
16064442,East Flatbush,40.64197652,-73.94633587,House,41
19734492,East Flatbush,40.6542984,-73.91488182,Apartment,83
19997141,East Flatbush,40.65340158,-73.9439027,Apartment,40
16851973,East Flatbush,40.63920294,-73.94731849,House,32
17310907,East Flatbush,40.64909752,-73.92713303,House,40
18931423,East Flatbush,40.64970328,-73.94753527,House,70
14689935,East Flatbush,40.65089532,-73.94907895,Condominium,135
16852728,East Flatbush,40.65024419,-73.95051272,House,26
16066501,East Flatbush,40.64065379,-73.94269627,House,100
15411647,East Flatbush,40.65078481,-73.93865071,House,109
732818,East Flatbush,40.63289398,-73.944163,Apartment,59
14015822,East Flatbush,40.65366972,-73.94871644,Apartment,45
16003132,East Flatbush,40.63704829,-73.95069124,House,64
13316545,East Flatbush,40.65111702,-73.95165384,Apartment,77
18297633,East Flatbush,40.6367621,-73.95032902,Apartment,150
5847182,East Flatbush,40.654055,-73.95060407,Apartment,20
16834485,East Flatbush,40.65150656,-73.94956663,House,22
20135586,East Flatbush,40.64863861,-73.92877845,Apartment,175
14368951,East Flatbush,40.65234377,-73.94448164,Apartment,80
16859502,East Flatbush,40.65336799,-73.94855103,Apartment,58
13219269,East Flatbush,40.65310302,-73.94965227,Apartment,42
4408381,East Flatbush,40.66427542,-73.92911279,Apartment,100
13175725,East Flatbush,40.65741871,-73.92385487,House,85
